Вышестоящая комиссия,№ УИК,vidano,yavka,puten
5 Территориальная избирательная комиссия №5,1499,1536,"0,657815845824411","0,725605762933857"
5 Территориальная избирательная комиссия №5,1500,1319,"0,587527839643652","0,747536012130401"
5 Территориальная избирательная комиссия №5,1501,1234,"0,616383616383616","0,766721044045677"
5 Территориальная избирательная комиссия №5,1502,1172,"0,582794629537543","0,781569965870307"
5 Территориальная избирательная комиссия №5,1503,1122,"0,600321027287319","0,7825311942959"
5 Территориальная избирательная комиссия №5,1504,1269,"0,57187922487607","0,759083728278041"
5 Территориальная избирательная комиссия №5,1505,1296,"0,602790697674418","0,834876543209876"
5 Территориальная избирательная комиссия №5,1506,1295,"0,654370894391106","0,760835913312693"
5 Территориальная избирательная комиссия №5,1507,1167,"0,63081081081081","0,766066838046272"
5 Территориальная избирательная комиссия №5,1508,604,"0,932098765432098","0,89569536423841"
5 Территориальная избирательная комиссия №5,1509,1556,"0,587391468478671","0,782636655948553"
5 Территориальная избирательная комиссия №5,1510,1383,"0,611405835543766","0,755087209302325"
5 Территориальная избирательная комиссия №5,1511,1440,"0,671955202986467","0,809888579387186"
5 Территориальная избирательная комиссия №5,1512,1914,"0,726375711574952","0,747252747252747"
5 Территориальная избирательная комиссия №5,1513,1468,"0,630584192439862","0,757162346521146"
5 Территориальная избирательная комиссия №5,1514,1157,"0,608307045215562","0,750216076058772"
5 Территориальная избирательная комиссия №5,1515,1210,"0,633839706652697","0,727649006622516"
5 Территориальная избирательная комиссия №5,1516,1181,"0,540998625744388","0,75063829787234"
5 Территориальная избирательная комиссия №5,1517,1727,"0,704035874439461","0,712217718587145"
5 Территориальная избирательная комиссия №5,1518,1529,"0,626896268962689","0,723348593852191"
5 Территориальная избирательная комиссия №5,1519,1676,"0,663237039968341","0,751789976133651"
5 Территориальная избирательная комиссия №5,1520,1369,"0,607904085257548","0,741887905604719"
5 Территориальная избирательная комиссия №5,1521,1148,"0,659012629161882","0,733449477351916"
5 Территориальная избирательная комиссия №5,1522,1338,"0,621458430097538","0,75168287210172"
5 Территориальная избирательная комиссия №5,1523,1455,"0,672055427251732","0,751202749140893"
5 Территориальная избирательная комиссия №5,1524,1338,"0,641726618705036","0,776611694152923"
5 Территориальная избирательная комиссия №5,1525,1528,"0,621390809272061","0,739330269205515"
5 Территориальная избирательная комиссия №5,1526,1609,"0,643857543017206","0,712951432129514"
5 Территориальная избирательная комиссия №5,1527,1449,"0,642572062084257","0,717150760719225"
5 Территориальная избирательная комиссия №5,1528,1342,"0,625058220773171","0,721433905899925"
5 Территориальная избирательная комиссия №5,1529,1700,"0,690495532087733","0,737647058823529"
5 Территориальная избирательная комиссия №5,1530,1588,"0,623478602277188","0,732997481108312"
5 Территориальная избирательная комиссия №5,1531,1343,"0,591109154929577","0,735074626865671"
5 Территориальная избирательная комиссия №5,1532,1437,"0,546595663750475","0,696167247386759"
5 Территориальная избирательная комиссия №5,1533,1243,"0,590498812351543","0,727053140096618"
5 Территориальная избирательная комиссия №5,1534,1204,"0,60900354071826","0,70739817123857"
5 Территориальная избирательная комиссия №5,1535,983,"0,598295800365185","0,726993865030674"
5 Территориальная избирательная комиссия №5,1536,1079,"0,604481792717086","0,737720111214087"
5 Территориальная избирательная комиссия №5,1537,1007,"0,972007722007722","0,823237338629592"
5 Территориальная избирательная комиссия №5,1538,1187,"0,981803143093465","0,712236286919831"
6 Территориальная избирательная комиссия №6,1058,1129,"0,578974358974359","0,776793622674933"
6 Территориальная избирательная комиссия №6,1059,1411,"0,621859850154252","0,768085106382978"
6 Территориальная избирательная комиссия №6,1060,1199,"0,60494450050454","0,76814011676397"
6 Территориальная избирательная комиссия №6,1061,1097,"0,577672459189046","0,772105742935278"
6 Территориальная избирательная комиссия №6,1062,1237,"0,60400390625","0,775262732417138"
6 Территориальная избирательная комиссия №6,1063,979,"0,529475392103839","0,769938650306748"
6 Территориальная избирательная комиссия №6,1064,1170,"0,613529103303618","0,752136752136752"
6 Территориальная избирательная комиссия №6,1065,1233,"0,641519250780437","0,760746147607461"
6 Территориальная избирательная комиссия №6,1066,1136,"0,611081226465841","0,7797513321492"
6 Территориальная избирательная комиссия №6,1067,1176,"0,642974302897758","0,776360544217687"
6 Территориальная избирательная комиссия №6,1068,713,"0,64524886877828","0,767180925666199"
6 Территориальная избирательная комиссия №6,1069,1294,"0,611242324043457","0,763341067285382"
6 Территориальная избирательная комиссия №6,1070,977,"0,581547619047619","0,785056294779938"
6 Территориальная избирательная комиссия №6,1071,1256,"0,593572778827977","0,712918660287081"
6 Территориальная избирательная комиссия №6,1072,1361,"0,612235717498875","0,772961058045554"
6 Территориальная избирательная комиссия №6,1073,1085,"0,613340870548332","0,734317343173431"
6 Территориальная избирательная комиссия №6,1074,1061,"0,636854741896758","0,771698113207547"
6 Территориальная избирательная комиссия №6,1075,1077,"0,590784421283598","0,742325581395348"
6 Территориальная избирательная комиссия №6,1076,1205,"0,623706004140786","0,758104738154613"
6 Территориальная избирательная комиссия №6,1077,1513,"0,620845301600328","0,758597883597883"
6 Территориальная избирательная комиссия №6,1078,1079,"0,588652482269503","0,758588672237697"
6 Территориальная избирательная комиссия №6,1079,1103,"0,596861471861471","0,783636363636363"
6 Территориальная избирательная комиссия №6,1080,1164,"0,586989409984871","0,755803955288048"
6 Территориальная избирательная комиссия №6,1081,1373,"0,590537634408602","0,76693372177713"
6 Территориальная избирательная комиссия №6,1082,1228,"0,587841072283389","0,744299674267101"
6 Территориальная избирательная комиссия №6,1086,1460,"0,583533173461231","0,75223675154852"
6 Территориальная избирательная комиссия №6,1087,1284,"0,598601398601398","0,751363990646921"
6 Территориальная избирательная комиссия №6,1088,1847,"0,734978113808197","0,776572668112798"
6 Территориальная избирательная комиссия №6,1089,865,"0,550604710375556","0,791907514450867"
6 Территориальная избирательная комиссия №6,1090,1091,"0,636894337419731","0,775229357798165"
6 Территориальная избирательная комиссия №6,1091,1018,"0,61031175059952","0,782907662082514"
6 Территориальная избирательная комиссия №6,1092,1306,"0,615457115928369","0,778713629402756"
6 Территориальная избирательная комиссия №6,1093,1389,"0,563717532467532","0,769119769119769"
6 Территориальная избирательная комиссия №6,1094,1487,"0,59718875502008","0,762449528936742"
6 Территориальная избирательная комиссия №6,1095,1188,"0,582924435721295","0,768323504633529"
6 Территориальная избирательная комиссия №6,1096,1096,"0,558044806517311","0,781735159817351"
6 Территориальная избирательная комиссия №6,1097,990,"0,531115879828326","0,753535353535353"
6 Территориальная избирательная комиссия №6,1098,1263,"0,627110228401191","0,783847980997624"
6 Территориальная избирательная комиссия №6,1099,1546,"0,593474088291746","0,772815533980582"
6 Территориальная избирательная комиссия №6,1100,1051,"0,584213451917732","0,755725190839694"
6 Территориальная избирательная комиссия №6,1101,1094,"0,594565217391304","0,742909423604757"
6 Территориальная избирательная комиссия №6,1102,1159,"0,606806282722513","0,784296807592752"
6 Территориальная избирательная комиссия №6,1103,1284,"0,55632582322357","0,751557632398753"
6 Территориальная избирательная комиссия №6,1104,1141,"0,613770844540075","0,778947368421052"
6 Территориальная избирательная комиссия №6,1105,1271,"0,60755258126195","0,767899291896144"
6 Территориальная избирательная комиссия №6,1106,1338,"0,605429864253393","0,766641735228122"
6 Территориальная избирательная комиссия №6,1107,1403,"0,592483108108108","0,761938702779757"
6 Территориальная избирательная комиссия №6,1108,1396,"0,623214285714285","0,774355300859598"
6 Территориальная избирательная комиссия №6,1109,1202,"0,597712580805569","0,754371357202331"
6 Территориальная избирательная комиссия №6,1110,1339,"0,57492486045513","0,771877337322363"
6 Территориальная избирательная комиссия №6,1111,1187,"0,585594474592994","0,768323504633529"
6 Территориальная избирательная комиссия №6,1112,1697,"0,565478173942019","0,76900412492634"
6 Территориальная избирательная комиссия №6,1113,1135,"0,593308938839519","0,743612334801762"
6 Территориальная избирательная комиссия №6,1114,1231,"0,595549104983067","0,786352558895207"
6 Территориальная избирательная комиссия №6,1115,1404,"0,597701149425287","0,778490028490028"
6 Территориальная избирательная комиссия №6,1116,1340,"0,5770887166236","0,757100149476831"
6 Территориальная избирательная комиссия №6,1117,1435,"0,591264936135146","0,777078965758211"
6 Территориальная избирательная комиссия №6,1118,1104,"0,594507269789983","0,762681159420289"
6 Территориальная избирательная комиссия №6,1119,1245,"0,585882352941176","0,759646302250803"
6 Территориальная избирательная комиссия №6,1120,1407,"0,640127388535031","0,781094527363184"
6 Территориальная избирательная комиссия №6,1121,1299,"0,603905160390516","0,754237288135593"
6 Территориальная избирательная комиссия №6,1122,1020,"0,583190394511149","0,806862745098039"
6 Территориальная избирательная комиссия №6,1123,1216,"0,518550106609808","0,77119341563786"
6 Территориальная избирательная комиссия №6,1124,1719,"0,617678763923823","0,721931355439208"
6 Территориальная избирательная комиссия №6,1125,1012,"0,558190843905129","0,786561264822134"
6 Территориальная избирательная комиссия №6,1126,1122,"0,581046090108752","0,779857397504456"
6 Территориальная избирательная комиссия №6,1127,1256,"0,566275924256086","0,768555466879489"
6 Территориальная избирательная комиссия №6,1128,1306,"0,522191123550579","0,744827586206896"
6 Территориальная избирательная комиссия №6,1129,1564,"0,647619047619047","0,709032258064516"
6 Территориальная избирательная комиссия №6,1130,1665,"0,598920863309352","0,76201923076923"
6 Территориальная избирательная комиссия №6,1131,1581,"0,582535003684598","0,737341772151898"
6 Территориальная избирательная комиссия №6,1132,1817,"0,560629435359457","0,745865490628445"
6 Территориальная избирательная комиссия №6,1133,830,"0,649960845732184","0,798795180722891"
6 Территориальная избирательная комиссия №6,1134,1142,"0,448899371069182","0,781961471103327"
6 Территориальная избирательная комиссия №6,1135,1474,"0,476714100905562","0,757801899592944"
6 Территориальная избирательная комиссия №6,1136,1827,"0,59666884389288","0,711074561403508"
6 Территориальная избирательная комиссия №6,1137,1718,"0,635355029585798","0,731351981351981"
6 Территориальная избирательная комиссия №6,1138,1132,"0,617230098146128","0,725265017667844"
7 Территориальная избирательная комиссия №7,633,1655,"0,615928544845552","0,758308157099697"
7 Территориальная избирательная комиссия №7,634,1345,"0,536283891547049","0,770260223048327"
7 Территориальная избирательная комиссия №7,635,1252,"0,612224938875305","0,745789895749799"
7 Территориальная избирательная комиссия №7,636,1175,"0,550609184629803","0,734468085106383"
7 Территориальная избирательная комиссия №7,637,1380,"0,57356608478803","0,726811594202898"
7 Территориальная избирательная комиссия №7,638,1417,"0,629218472468916","0,729921819474058"
7 Территориальная избирательная комиссия №7,639,1317,"0,540418547394337","0,790874524714828"
7 Территориальная избирательная комиссия №7,640,1457,"0,585140562248996","0,753603294440631"
7 Территориальная избирательная комиссия №7,641,1219,"0,645656779661017","0,728771640560593"
7 Территориальная избирательная комиссия №7,642,1410,"0,52749719416386","0,764747690120824"
7 Территориальная избирательная комиссия №7,643,1552,"0,573540280857354","0,740645161290322"
7 Территориальная избирательная комиссия №7,644,1166,"0,611431567907708","0,768240343347639"
7 Территориальная избирательная комиссия №7,757,1306,"0,578900709219858","0,738496932515337"
7 Территориальная избирательная комиссия №7,758,1171,"0,594416243654822","0,739502999143102"
7 Территориальная избирательная комиссия №7,759,729,"0,54647676161919","0,762362637362637"
7 Территориальная избирательная комиссия №7,760,1184,"0,655592469545958","0,765202702702702"
7 Территориальная избирательная комиссия №7,761,1230,"0,582110743019403","0,755284552845528"
7 Территориальная избирательная комиссия №7,762,1408,"0,540084388185654","0,75"
7 Территориальная избирательная комиссия №7,763,1253,"0,567996373526745","0,778577138289368"
7 Территориальная избирательная комиссия №7,764,613,"0,555757026291931","0,755301794453507"
7 Территориальная избирательная комиссия №7,765,1493,"0,561911930748965","0,773521505376344"
7 Территориальная избирательная комиссия №7,766,1372,"0,614420062695924","0,735959153902261"
7 Территориальная избирательная комиссия №7,767,1315,"0,570498915401301","0,747528517110266"
7 Территориальная избирательная комиссия №7,768,1468,"0,628155755241762","0,739160357880247"
7 Территориальная избирательная комиссия №7,769,1560,"0,5422314911366","0,75048231511254"
7 Территориальная избирательная комиссия №7,770,797,"0,544398907103825","0,752823086574654"
7 Территориальная избирательная комиссия №7,771,692,"0,591452991452991","0,725036179450072"
7 Территориальная избирательная комиссия №7,772,1163,"0,566212268743914","0,740103270223752"
7 Территориальная избирательная комиссия №7,773,1173,"0,563671311869293","0,759417808219178"
7 Территориальная избирательная комиссия №7,774,1112,"0,584955286691215","0,754054054054054"
7 Территориальная избирательная комиссия №7,775,1467,"0,549438202247191","0,74334470989761"
7 Территориальная избирательная комиссия №7,776,1408,"0,585934248855597","0,730823863636363"
7 Территориальная избирательная комиссия №7,777,1096,"0,612632755729457","0,727189781021897"
7 Территориальная избирательная комиссия №7,778,949,"0,639487870619946","0,746031746031746"
7 Территориальная избирательная комиссия №7,779,893,"0,599328859060402","0,767077267637178"
7 Территориальная избирательная комиссия №7,780,906,"0,544471153846153","0,780353200883002"
7 Территориальная избирательная комиссия №7,781,1415,"0,599322321050402","0,762376237623762"
7 Территориальная избирательная комиссия №7,782,699,"0,47070707070707","0,783977110157367"
7 Территориальная избирательная комиссия №7,783,1293,"0,598057354301572","0,777691711851278"
7 Территориальная избирательная комиссия №7,784,1074,"0,614768174012593","0,759776536312849"
7 Территориальная избирательная комиссия №7,785,1195,"0,557109557109557","0,753974895397489"
7 Территориальная избирательная комиссия №7,786,736,"0,570542635658914","0,740136054421768"
7 Территориальная избирательная комиссия №7,787,1145,"0,615591397849462","0,721397379912663"
7 Территориальная избирательная комиссия №7,788,1510,"0,579209819716148","0,729083665338645"
7 Территориальная избирательная комиссия №7,789,1242,"0,561229100768188","0,715780998389694"
7 Территориальная избирательная комиссия №7,790,1350,"0,574468085106383","0,751851851851851"
7 Территориальная избирательная комиссия №7,791,1381,"0,571842650103519","0,745112237509051"
7 Территориальная избирательная комиссия №7,792,1187,"0,631382978723404","0,754001684919966"
7 Территориальная избирательная комиссия №7,793,1277,"0,600376116596144","0,713390759592795"
7 Территориальная избирательная комиссия №7,794,999,"0,593582887700534","0,756811301715439"
7 Территориальная избирательная комиссия №7,795,1305,"0,542168674698795","0,761685823754789"
7 Территориальная избирательная комиссия №7,796,1521,"0,600473746545598","0,747694334650856"
7 Территориальная избирательная комиссия №7,797,1175,"0,625998934469898","0,748085106382978"
7 Территориальная избирательная комиссия №7,798,1175,"0,621693121693121","0,780068728522336"
7 Территориальная избирательная комиссия №7,799,1078,"0,568265682656826","0,733766233766233"
7 Территориальная избирательная комиссия №7,800,1290,"0,616634799235181","0,738150738150738"
7 Территориальная избирательная комиссия №7,801,1031,"0,660051216389244","0,754130223517978"
7 Территориальная избирательная комиссия №7,802,1488,"0,63131098854476","0,745124411566913"
7 Территориальная избирательная комиссия №7,803,1349,"0,543951612903225","0,730911786508524"
7 Территориальная избирательная комиссия №7,804,1365,"0,66650390625","0,746323529411764"
7 Территориальная избирательная комиссия №7,805,938,"0,543768115942029","0,754797441364605"
7 Территориальная избирательная комиссия №7,806,1298,"0,575865128660159","0,785824345146379"
7 Территориальная избирательная комиссия №7,807,1336,"0,626935710933833","0,747005988023952"
7 Территориальная избирательная комиссия №7,808,1147,"0,571215139442231","0,734729493891797"
7 Территориальная избирательная комиссия №7,809,1407,"0,668091168091168","0,755043227665706"
7 Территориальная избирательная комиссия №7,810,1709,"0,703292181069958","0,730521382542472"
7 Территориальная избирательная комиссия №7,811,1595,"0,618456766188445","0,730696798493408"
7 Территориальная избирательная комиссия №7,812,1223,"0,568837209302325","0,727718724448078"
7 Территориальная избирательная комиссия №7,813,1114,"0,619577308120133","0,754039497307001"
7 Территориальная избирательная комиссия №7,814,1304,"0,594348222424794","0,748267898383371"
7 Территориальная избирательная комиссия №7,815,275,"0,846153846153846","0,778181818181818"
8 Территориальная избирательная комиссия №8,1674,734,"0,636600173460537","0,702739726027397"
8 Территориальная избирательная комиссия №8,1675,576,"0,601880877742946","0,739583333333333"
8 Территориальная избирательная комиссия №8,1676,1383,"0,7875854214123","0,768618944323933"
8 Территориальная избирательная комиссия №8,1677,899,"0,588350785340314","0,793103448275862"
8 Территориальная избирательная комиссия №8,1678,342,"0,638059701492537","0,760233918128654"
8 Территориальная избирательная комиссия №8,1679,1063,"0,647775746496039","0,766478342749529"
8 Территориальная избирательная комиссия №8,1680,1259,"0,641038696537678","0,797136038186157"
8 Территориальная избирательная комиссия №8,1681,294,"0,986577181208053","0,88095238095238"
8 Территориальная избирательная комиссия №8,1682,1851,"0,632820512820512","0,773095623987034"
8 Территориальная избирательная комиссия №8,1683,1390,"0,60461070030448","0,764748201438848"
8 Территориальная избирательная комиссия №8,1684,1797,"0,690888119953863","0,800222593210907"
8 Территориальная избирательная комиссия №8,1685,2235,"0,687692307692307","0,753914988814317"
8 Территориальная избирательная комиссия №8,1686,1862,"0,720588235294117","0,75550779150994"
8 Территориальная избирательная комиссия №8,1687,1297,"0,659379766141332","0,809413580246913"
8 Территориальная избирательная комиссия №8,1688,1230,"0,653907496012759","0,76260162601626"
8 Территориальная избирательная комиссия №8,1689,1589,"0,6356","0,777078085642317"
8 Территориальная избирательная комиссия №8,1690,1387,"0,63507326007326","0,794520547945205"
8 Территориальная избирательная комиссия №8,1691,1423,"0,672813238770685","0,785513361462728"
8 Территориальная избирательная комиссия №8,1692,523,"0,966728280961183","0,822179732313575"
8 Территориальная избирательная комиссия №8,1693,1763,"0,663530297327813","0,784536668561682"
8 Территориальная избирательная комиссия №8,1694,1411,"0,603249251817015","0,768630234208658"
8 Территориальная избирательная комиссия №8,1695,1684,"0,642748091603053","0,75564803804994"
8 Территориальная избирательная комиссия №8,1696,1539,"0,629705400981996","0,757319453480806"
8 Территориальная избирательная комиссия №8,1697,1282,"0,622330097087378","0,747072599531616"
8 Территориальная избирательная комиссия №8,1698,1382,"0,655597722960151","0,780028943560057"
8 Территориальная избирательная комиссия №8,1699,2520,"0,723721998851234","0,824603174603174"
8 Территориальная избирательная комиссия №8,1700,2107,"0,651313755795981","0,775771971496437"
8 Территориальная избирательная комиссия №8,1701,1226,"0,575857209957726","0,595102040816326"
8 Территориальная избирательная комиссия №8,1702,400,1,"0,7625"
8 Территориальная избирательная комиссия №8,1706,1500,"0,602167804094741","0,743829219479653"
8 Территориальная избирательная комиссия №8,1707,430,"0,600558659217877","0,8"
8 Территориальная избирательная комиссия №8,1708,1889,"0,621586048042119","0,776894541600423"
8 Территориальная избирательная комиссия №8,1709,862,"0,624185372918175","0,75522041763341"
8 Территориальная избирательная комиссия №8,1710,718,"0,590460526315789","0,818941504178272"
8 Территориальная избирательная комиссия №8,1711,940,"0,620052770448548","0,793617021276595"
8 Территориальная избирательная комиссия №8,1712,1423,"0,744636316064887","0,758620689655172"
8 Территориальная избирательная комиссия №8,1713,1221,"0,65680473372781","0,786065573770491"
8 Территориальная избирательная комиссия №8,1714,1027,"0,620918984280532","0,778967867575462"
8 Территориальная избирательная комиссия №8,1715,779,"0,718634686346863","0,790757381258023"
8 Территориальная избирательная комиссия №8,1716,937,"0,618481848184818","0,759615384615384"
8 Территориальная избирательная комиссия №8,1717,840,"0,614484272128749","0,754761904761904"
8 Территориальная избирательная комиссия №8,1718,1598,"0,641509433962264","0,790857858484658"
8 Территориальная избирательная комиссия №8,1719,960,"0,684248039914469","0,7875"
8 Территориальная избирательная комиссия №8,1720,946,"0,649725274725274","0,799154334038054"
8 Территориальная избирательная комиссия №8,1721,865,"0,61434659090909","0,795823665893271"
8 Территориальная избирательная комиссия №8,1722,985,"0,61332503113325","0,793908629441624"
8 Территориальная избирательная комиссия №8,1723,618,"0,797419354838709","0,754045307443365"
9 Территориальная избирательная комиссия №9,1793,1213,"0,672767609539656","0,72712283594394"
9 Территориальная избирательная комиссия №9,1794,1444,"0,676663542642924","0,807933194154488"
9 Территориальная избирательная комиссия №9,1795,956,"0,603916614024005","0,791534391534391"
9 Территориальная избирательная комиссия №9,1796,843,"0,65096525096525","0,767156862745098"
9 Территориальная избирательная комиссия №9,1797,1225,"0,761815920398009","0,738916256157635"
9 Территориальная избирательная комиссия №9,1798,1551,"0,865513392857142","0,781794706262104"
9 Территориальная избирательная комиссия №9,1799,1071,"0,681297709923664","0,83824928639391"
9 Территориальная избирательная комиссия №9,1800,1334,"0,726579520697167","0,68993993993994"
9 Территориальная избирательная комиссия №9,1801,1252,"0,664896441848114","0,683306055646481"
9 Территориальная избирательная комиссия №9,1802,1394,"0,63076923076923","0,759166067577282"
9 Территориальная избирательная комиссия №9,1803,1542,"0,65982028241335","0,709090909090909"
9 Территориальная избирательная комиссия №9,1804,1279,"0,603301886792452","0,722484276729559"
9 Территориальная избирательная комиссия №9,1805,1419,"0,6875","0,739957716701902"
9 Территориальная избирательная комиссия №9,1806,1229,"0,727649496743635","0,702857142857142"
9 Территориальная избирательная комиссия №9,1807,1688,"0,727586206896551","0,744655581947743"
9 Территориальная избирательная комиссия №9,1808,1627,"0,740218380345768","0,764923076923076"
9 Территориальная избирательная комиссия №9,1809,951,"0,695683979517191","0,685594111461619"
9 Территориальная избирательная комиссия №9,1810,1506,"0,638676844783715","0,704774714189643"
9 Территориальная избирательная комиссия №9,1812,1457,"0,605066445182724","0,743308167467398"
9 Территориальная избирательная комиссия №9,1813,1486,"0,657231313578062","0,76043068640646"
9 Территориальная избирательная комиссия №9,1814,1109,"0,595596133190118","0,743218806509945"
9 Территориальная избирательная комиссия №9,1815,1022,"0,628923076923076","0,683582089552238"
9 Территориальная избирательная комиссия №9,1816,1081,"0,620195065978198","0,752081406105457"
9 Территориальная избирательная комиссия №9,1817,1157,"0,610232067510548","0,728608470181503"
9 Территориальная избирательная комиссия №9,1818,926,"0,717829457364341","0,75027027027027"
9 Территориальная избирательная комиссия №9,1819,1366,"0,657679345209436","0,75733137829912"
9 Территориальная избирательная комиссия №9,1820,1004,"0,769938650306748","0,754754754754754"
9 Территориальная избирательная комиссия №9,1821,1391,"0,548069345941686","0,75864553314121"
9 Территориальная избирательная комиссия №9,1822,1262,"0,664910432033719","0,751587301587301"
9 Территориальная избирательная комиссия №9,1823,1328,"0,671045982819605","0,743029389600602"
9 Территориальная избирательная комиссия №9,1824,1242,"0,621621621621621","0,760064412238325"
9 Территориальная избирательная комиссия №9,1825,1242,"0,577137546468401","0,767929089443996"
9 Территориальная избирательная комиссия №9,1826,1020,"0,561674008810572","0,747058823529411"
9 Территориальная избирательная комиссия №9,1827,1456,"0,681010289990645","0,734848484848484"
9 Территориальная избирательная комиссия №9,1828,1387,"0,680569185475956","0,760634462869502"
9 Территориальная избирательная комиссия №9,1829,819,"0,643867924528301","0,726161369193154"
9 Территориальная избирательная комиссия №9,1830,722,"0,73076923076923","0,804469273743016"
9 Территориальная избирательная комиссия №9,1831,1312,"0,703108252947481","0,75"
9 Территориальная избирательная комиссия №9,1832,1289,"0,659335038363171","0,768273716951788"
9 Территориальная избирательная комиссия №9,1833,917,"0,642156862745098","0,766190998902305"
9 Территориальная избирательная комиссия №9,1834,1095,"0,715686274509803","0,764867337602927"
9 Территориальная избирательная комиссия №9,1835,1332,"0,630681818181818","0,758258258258258"
9 Территориальная избирательная комиссия №9,1836,1304,"0,585278276481149","0,758647194465795"
9 Территориальная избирательная комиссия №9,1837,1275,"0,609173435260391","0,76235294117647"
9 Территориальная избирательная комиссия №9,1838,1515,"0,586754453911696","0,755142667551426"
9 Территориальная избирательная комиссия №9,1839,1468,"0,630584192439862","0,800818553888131"
9 Территориальная избирательная комиссия №9,1840,1511,"0,73278370514064","0,769688947716743"
9 Территориальная избирательная комиссия №9,1841,1201,"0,656642974302897","0,766860949208992"
9 Территориальная избирательная комиссия №9,1842,891,"0,614059269469331","0,751685393258427"
9 Территориальная избирательная комиссия №9,1843,1253,"0,622454048683556","0,691753402722177"
9 Территориальная избирательная комиссия №9,1844,1401,"0,681088964511424","0,763440860215053"
10 Территориальная избирательная комиссия №10,199,1233,"0,673770491803278","0,804878048780487"
10 Территориальная избирательная комиссия №10,200,1308,"0,645607107601184","0,769113149847094"
10 Территориальная избирательная комиссия №10,201,1040,"0,699865410497981","0,750961538461538"
10 Территориальная избирательная комиссия №10,202,1081,"0,656344869459623","0,786308973172988"
10 Территориальная избирательная комиссия №10,203,549,"0,76356050069541","0,777777777777777"
10 Территориальная избирательная комиссия №10,204,1134,"0,610333692142088","0,768077601410934"
10 Территориальная избирательная комиссия №10,205,1305,"0,702746365105008","0,754789272030651"
10 Территориальная избирательная комиссия №10,206,1171,"0,68559718969555","0,727583262169086"
10 Территориальная избирательная комиссия №10,207,882,"0,660179640718562","0,7437641723356"
10 Территориальная избирательная комиссия №10,208,1488,"0,591650099403578","0,75"
10 Территориальная избирательная комиссия №10,209,1255,"0,684296619411123","0,773343974461292"
10 Территориальная избирательная комиссия №10,210,1398,"0,722854188210961","0,737482117310443"
10 Территориальная избирательная комиссия №10,211,1439,"0,654090909090909","0,756080611535788"
10 Территориальная избирательная комиссия №10,212,1455,"0,705967976710334","0,745003445899379"
10 Территориальная избирательная комиссия №10,213,1497,"0,733823529411764","0,758851035404141"
10 Территориальная избирательная комиссия №10,214,1479,"0,712084737602311","0,752535496957403"
10 Территориальная избирательная комиссия №10,215,1480,"0,61056105610561","0,737982396750169"
10 Территориальная избирательная комиссия №10,216,1133,"0,629094947251526","0,75530035335689"
10 Территориальная избирательная комиссия №10,217,1290,"0,600279199627733","0,73855702094647"
10 Территориальная избирательная комиссия №10,218,1329,"0,636494252873563","0,766741911211437"
10 Территориальная избирательная комиссия №10,219,1141,"0,531934731934732","0,777680140597539"
10 Территориальная избирательная комиссия №10,220,1304,"0,704103671706263","0,762269938650306"
10 Территориальная избирательная комиссия №10,221,975,"0,615141955835962","0,805755395683453"
10 Территориальная избирательная комиссия №10,222,1414,"0,650713299585826","0,752300070771408"
10 Территориальная избирательная комиссия №10,223,982,"0,631917631917632","0,740325865580448"
10 Территориальная избирательная комиссия №10,224,919,"0,603018372703412","0,80195865070729"
10 Территориальная избирательная комиссия №10,225,1298,"0,719512195121951","0,724324324324324"
10 Территориальная избирательная комиссия №10,226,1321,"0,665491183879093","0,768357305071915"
10 Территориальная избирательная комиссия №10,227,1272,"0,593006993006993","0,769109535066981"
10 Территориальная избирательная комиссия №10,228,1255,"0,688425671969281","0,741035856573705"
10 Территориальная избирательная комиссия №10,229,1438,"0,701121404193076","0,763342696629213"
10 Территориальная избирательная комиссия №10,230,923,"0,621130551816958","0,750812567713976"
10 Территориальная избирательная комиссия №10,231,1138,"0,757152361942781","0,724956063268892"
10 Территориальная избирательная комиссия №10,232,1457,"0,689540937056318","0,729711141678129"
10 Территориальная избирательная комиссия №10,233,1191,"0,70473372781065","0,769101595298068"
10 Территориальная избирательная комиссия №10,234,1100,"0,619718309859154","0,735213830755232"
10 Территориальная избирательная комиссия №10,235,1458,"0,712261846604787","0,766803840877915"
10 Территориальная избирательная комиссия №10,236,1285,"0,697990222705051","0,760311284046692"
10 Территориальная избирательная комиссия №10,237,1274,"0,749852854620364","0,760031471282454"
10 Территориальная избирательная комиссия №10,238,1054,"0,7092866756393","0,767552182163187"
10 Территориальная избирательная комиссия №10,239,1504,"0,655909289140863","0,753324468085106"
10 Территориальная избирательная комиссия №10,240,1069,"0,66438781852082","0,757197696737044"
10 Территориальная избирательная комиссия №10,241,1176,"0,648648648648648","0,715627668659265"
10 Территориальная избирательная комиссия №10,242,1177,"0,688304093567251","0,72704081632653"
10 Территориальная избирательная комиссия №10,243,1291,"0,653670886075949","0,74223602484472"
10 Территориальная избирательная комиссия №10,244,1344,"0,730434782608695","0,758184523809523"
11 Территориальная избирательная комиссия №11,414,1519,"0,745704467353951","0,663143989431968"
11 Территориальная избирательная комиссия №11,415,1063,"0,637672465506898","0,725305738476011"
11 Территориальная избирательная комиссия №11,416,1717,"0,667573872472783","0,760330578512396"
11 Территориальная избирательная комиссия №11,417,1644,"0,624857468643101","0,733576642335766"
